Title,URL,Views
Worst vocal?,https://www.youtube.com/watch?v=EiL7yPhTAPU,"64,582 views"
"Dum Dum Girls- ""Jail La La"" Review",https://www.youtube.com/watch?v=aOcOsJjgj6M,"18,553 views"
Deftones- Diamond Eyes Review,https://www.youtube.com/watch?v=qrYfTxRj_c8,"166,866 views"
Titus Andronicus- The Monitor Review,https://www.youtube.com/watch?v=D12g4LXpXsI&t=5s,"35,065 views"
The Tallest Man On Earth- The Wild Hunt Review,https://www.youtube.com/watch?v=LNlYvkNNX04,"59,518 views"
Iggy and the Stooges- Raw Power Review (Legacy Remaster),https://www.youtube.com/watch?v=ynE0NztYvoc,"64,362 views"
LCD Soundsystem- Drunk Girls Review,https://www.youtube.com/watch?v=K7nxzVgxlhY,"40,743 views"
Caribou- Swim Review,https://www.youtube.com/watch?v=OOlTZk_I14E,"43,502 views"
"Crystal Castles- ""Doe Deer"" / ""Celestica"" Review",https://www.youtube.com/watch?v=HtbAw6jnOAk,"67,266 views"
Happy Birthday- Self-Titled Review,https://www.youtube.com/watch?v=U6Wxvlbu72c,"10,630 views"
Various Artists- Pomegranates,https://www.youtube.com/watch?v=lwznjIwdyCw,"15,912 views"
Band shirts?????????,https://www.youtube.com/watch?v=1Rou5G59Ga4,"87,812 views"
MIA- Born Free Review,https://www.youtube.com/watch?v=Pm-Y6U3d7W8,"65,526 views"
Darkthrone- Circle the Wagons Review,https://www.youtube.com/watch?v=JsQHABGsCUQ,"21,364 views"
Blur- Fool's Day Review,https://www.youtube.com/watch?v=jd8olhovn6w,"28,539 views"
Crystal Castles- Self-Titled Review,https://www.youtube.com/watch?v=II-Dj_gtRL4,"99,062 views"
HEALTH- USA Boys Review,https://www.youtube.com/watch?v=YFKNa0z_XzU,"13,321 views"
Music industry!?!?!??,https://www.youtube.com/watch?v=7kYun_oGZnI,"10,279 views"
Foals- This Orient Review,https://www.youtube.com/watch?v=VXaKHorhNIQ,"43,960 views"
Broken Social Scene- Forgiveness Rock Record Review,https://www.youtube.com/watch?v=5xIQCY__HQ0,"21,403 views"
Flying Lotus- Cosmogramma ALBUM REVIEW,https://www.youtube.com/watch?v=KCuamde9Atc,"188,497 views"
"Black Keys- ""Next Girl"" Review",https://www.youtube.com/watch?v=O0hpcqwBUKU,"111,173 views"
Little Women- Throat ALBUM REVIEW,https://www.youtube.com/watch?v=cndwH6byJnk,"32,398 views"
Holy Fuck- Latin ALBUM REVIEW,https://www.youtube.com/watch?v=ySXryTlo9Ac,"12,608 views"
The National- High Violet ALBUM REVIEW,https://www.youtube.com/watch?v=DuMUDldrG3g,"67,542 views"
Woods- At Echo Lake ALBUM REVIEW,https://www.youtube.com/watch?v=ncrpTX6jR5w,"11,725 views"
The New Pornographers- Together ALBUM REVIEW,https://www.youtube.com/watch?v=Lfw6vPZAUtc,"14,068 views"
What makes a genre?,https://www.youtube.com/watch?v=0eHLiOjUOQw,"32,823 views"
The Dead Weather- Sea of Cowards ALBUM REVIEW,https://www.youtube.com/watch?v=v_7WlMvv50I,"28,160 views"
LCD Soundsystem- This Is Happening ALBUM REVIEW,https://www.youtube.com/watch?v=3Hbhb5CGEB0,"216,286 views"
Ratatat- Party With Children Review,https://www.youtube.com/watch?v=yjUB20WlJnw,"12,251 views"
The Black Keys- Brothers ALBUM REVIEW,https://www.youtube.com/watch?v=0zMQS8YxYNA,"124,915 views"
Sleigh Bells- Treats ALBUM REVIEW,https://www.youtube.com/watch?v=1aJXrwCX20U,"53,375 views"
Harlem- Hippies ALBUM REVIEW,https://www.youtube.com/watch?v=DxDiyg9IMKU,"17,774 views"
Tobacco- Maniac Meat ALBUM REVIEW,https://www.youtube.com/watch?v=wwikVZU7CfA,"22,721 views"
Xasthur- Portal of Sorrow ALBUM REVIEW,https://www.youtube.com/watch?v=OElyc_yZU54,"42,317 views"
Arcade Fire- Month of May / The Suburbs TRACK REVIEW,https://www.youtube.com/watch?v=fAEAaIqEuVI,"38,947 views"
Ratatat- LP4 ALBUM REVIEW,https://www.youtube.com/watch?v=-l_acNr2uMo,"32,017 views"
How do you listen to music?,https://www.youtube.com/watch?v=lHeCzGvRub4,"39,276 views"
Guilty Simpson- OJ Simpson ALBUM REVIEW,https://www.youtube.com/watch?v=LEuxWZ_0zwc,"13,612 views"
Tame Impala- Innerspeaker ALBUM REVIEW,https://www.youtube.com/watch?v=t70fklNoFBI&t=9s,"145,656 views"
Melvins- The Bride Screamed Murder ALBUM REVIEW,https://www.youtube.com/watch?v=pzsUK9Iq4DU,"18,632 views"
Sleepy Sun- Fever ALBUM REVIEW,https://www.youtube.com/watch?v=7Hq8WgQ-6Gs,"8,333 views"
Do drugs make music?,https://www.youtube.com/watch?v=02BToM5GZ_Y,"33,824 views"
Here We Go Magic- Pigeons ALBUM REVIEW,https://www.youtube.com/watch?v=Wj_P3CQUXZE,"8,612 views"
Ariel Pink's Haunted Graffiti- Before Today ALBUM REVIEW,https://www.youtube.com/watch?v=S4HW7jmRXeE,"64,185 views"
Suckers- Wild Smile ALBUM REVIEW,https://www.youtube.com/watch?v=A38cOUWdK9k,"7,031 views"
Black Mountain- Old Fangs TRACK REVIEW,https://www.youtube.com/watch?v=qS84qVZz27Q,"7,103 views"
The Drums- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=cUXCNgJSmzU,"32,095 views"
Foals- Total Life Forever ALBUM REVIEW,https://www.youtube.com/watch?v=vFozdNxwJZM,"39,809 views"
Villagers- Becoming A Jackal ALBUM REVIEW,https://www.youtube.com/watch?v=95i8EtUH7q8,"8,703 views"
The Radio Dept.- Clinging To A Scheme ALBUM REVIEW,https://www.youtube.com/watch?v=pkcnbD9DT6o,"37,441 views"
Devo- Something For Everybody ALBUM REVIEW,https://www.youtube.com/watch?v=Gko3qhyrBAw,"23,149 views"
Band of Horses- Infinite Arms TRACK REVIEW,https://www.youtube.com/watch?v=FZnXhfwF8rg,"58,285 views"
Uffie- Sex Dreams and Denim Jeans ALBUM REVIEW,https://www.youtube.com/watch?v=LwDNWYvFpYs,"36,603 views"
Father's Day music?,https://www.youtube.com/watch?v=iWib5FQ-1rs,"4,802 views"
Civil Civic- Run Overdrive / Fuck Youth TRACK REVIEW,https://www.youtube.com/watch?v=ynJ2Fhx9E5Q,"8,517 views"
Janelle Monáe- The ArchAndroid ALBUM REVIEW,https://www.youtube.com/watch?v=3niVOWuSVF4,"107,867 views"
Laurie Anderson- Homeland ALBUM REVIEW,https://www.youtube.com/watch?v=ABAea7gFO5I,"15,534 views"
Magic Kids- Summer TRACK REVIEW,https://www.youtube.com/watch?v=AxvUaBMM8Xg,"7,282 views"
Emeralds- Does It Look Like I'm Here? ALBUM REVIEW,https://www.youtube.com/watch?v=YMyzLX4-Lv4,"12,707 views"
Various Artists- Cloud Cuckooland ALBUM REVIEW,https://www.youtube.com/watch?v=WnoLpkdUDng,"5,575 views"
Wolf Parade- Expo 86 ALBUM REVIEW,https://www.youtube.com/watch?v=Q2nYEWeAR-s,"13,983 views"
The Roots- How I Got Over ALBUM REVIEW,https://www.youtube.com/watch?v=a1HzLIKAQ4A,"62,191 views"
Wavves- King of the Beach ALBUM REVIEW,https://www.youtube.com/watch?v=Q8Jp4U2BBnI,"69,161 views"
Interpol- Lights TRACK REVIEW,https://www.youtube.com/watch?v=X2xEj8wiS88,"10,417 views"
Club 8- The People's Record ALBUM REVIEW,https://www.youtube.com/watch?v=2KoLHtolHkQ,"4,937 views"
Big Boi- Sir Lucious Left Foot: The Son of Chico Dusty ALBUM REVIEW,https://www.youtube.com/watch?v=GqT7NVvRDBQ,"42,232 views"
Noveller- Desert Fires ALBUM REVIEW,https://www.youtube.com/watch?v=EOJLDZMDS1A,"9,276 views"
Washed Out- You and I TRACK REVIEW,https://www.youtube.com/watch?v=6Eiy1V32zws,"19,565 views"
Superhumanoids- Urgency ALBUM REVIEW,https://www.youtube.com/watch?v=du-Szi7pGRE,"8,056 views"
Panda Bear- Tomboy / Slow Motion TRACK REVIEW,https://www.youtube.com/watch?v=TvPFu80ZVz0,"22,475 views"
Dirty Projectors and Bjork- Mount Wittenberg Orca ALBUM REVIEW,https://www.youtube.com/watch?v=4pmTuXGyCPE,"24,260 views"
Alcest- Écailles de Lune TRACK REVIEW,https://www.youtube.com/watch?v=gtyH07BM4TA,"12,313 views"
MIA- Maya (/\/\ /\ Y /\) ALBUM REVIEW,https://www.youtube.com/watch?v=0je8it7hG3g,"76,169 views"
Favorite albums of 2010 (so far),https://www.youtube.com/watch?v=J1PruMkQPDw,"77,365 views"
The Books- The Way Out ALBUM REVIEW,https://www.youtube.com/watch?v=Us2q-4BFSlA,"34,343 views"
Cut Copy- Where I'm Going TRACK REVIEW,https://www.youtube.com/watch?v=mm7grFGcfIU,"34,517 views"
Baths- Cerulean ALBUM REVIEW,https://www.youtube.com/watch?v=S8HRhbucYiw,"35,415 views"
Dumbo Gets Mad- Plumy Tale TRACK REVIEW,https://www.youtube.com/watch?v=xId8g9JmXMw,"14,895 views"
Mono/Poly- Paramatma ALBUM REVIEW,https://www.youtube.com/watch?v=WAX0VFfGQDo,"9,365 views"
Best Coast- Crazy For You ALBUM REVIEW,https://www.youtube.com/watch?v=Om8Nh5Zw5jc,"34,243 views"
Wild Nothing- Gemini ALBUM REVIEW,https://www.youtube.com/watch?v=0DryZn9n6po,"24,953 views"
Dangermouse and Sparklehorse- Dark Night of the Soul ALBUM REVIEW,https://www.youtube.com/watch?v=c5kn_TB90gA&t=7s,"21,122 views"
Arcade Fire- The Suburbs ALBUM REVIEW,https://www.youtube.com/watch?v=X3qyysxKEkU,"198,368 views"
Fav concept album?,https://www.youtube.com/watch?v=zEosZUwT3aM,"99,892 views"
Ceremony- Rohnert Park ALBUM REVIEW,https://www.youtube.com/watch?v=mHUzdIKQ5x0,"26,598 views"
The Twilight Sad- The Wrong Car TRACK REVIEW,https://www.youtube.com/watch?v=r5JLOjog1E0,"11,879 views"
Daughters- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=gHJrGGBcP0E,"81,928 views"
Recording quality matters?,https://www.youtube.com/watch?v=dL6rLx14D-k,"16,597 views"
Bare Wires- I Love You Tonite TRACK REVIEW,https://www.youtube.com/watch?v=Z5ODIutKoNs,"5,158 views"
The Budos Band- The Budos Band III ALBUM REVIEW,https://www.youtube.com/watch?v=JIOuOK7sUV8,"7,839 views"
Weezer- Memories TRACK REVIEW,https://www.youtube.com/watch?v=rUrhOERq7mE,"30,009 views"
Autolux- Transit Transit ALBUM REVIEW,https://www.youtube.com/watch?v=uqY4vTcKTjg,"11,851 views"
Various Artists- Afro-Beat Airways ALBUM REVIEW,https://www.youtube.com/watch?v=X5fhQd3JGuc,"10,864 views"
CAL CHUCHESTA IN A PARK,https://www.youtube.com/watch?v=1fGBb7uyssQ,"43,361 views"
Thou- Summit ALBUM REVIEW,https://www.youtube.com/watch?v=eqmp86d17fM,"15,909 views"
Iron Maiden- The Final Frontier ALBUM REVIEW,https://www.youtube.com/watch?v=-DkT8NwxAQA,"54,734 views"
Teen Daze- Four More Years ALBUM REVIEW,https://www.youtube.com/watch?v=W86MneOdcW0,"9,265 views"
No Age- Glitter TRACK REVIEW,https://www.youtube.com/watch?v=NouYDsQHC3Q,"6,856 views"
Fav sound?,https://www.youtube.com/watch?v=ZGMALkWKKaw,"12,665 views"
Fever Ray- Mercy Street TRACK REVIEW,https://www.youtube.com/watch?v=Vng4RQPCZYA,"22,867 views"
Sufjan Stevens- All Delighted People EP REVIEW,https://www.youtube.com/watch?v=LCixPRPXCb8,"50,855 views"
Matmos and So Percussion- Treasure State ALBUM REVIEW,https://www.youtube.com/watch?v=8TY2SJEq3SI,"8,381 views"
Klaxons- Surfing the Void ALBUM REVIEW,https://www.youtube.com/watch?v=xjVzCXICeuA,"16,756 views"
Mogwai- Special Moves ALBUM REVIEW,https://www.youtube.com/watch?v=h3L42McXVnE,"23,252 views"
Magic Kids- Memphis ALBUM REVIEW,https://www.youtube.com/watch?v=87H2nRX0Ya8,"9,359 views"
Cee Lo Green- Fuck You TRACK REVIEW,https://www.youtube.com/watch?v=dJ2hPTt1Rkc,"303,016 views"
Interpol- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=nu23M18PwPE,"46,054 views"
Remixes? (Justin Bieber),https://www.youtube.com/watch?v=ND3kDfBP9n8,"16,847 views"
Miami Horror- Illumination ALBUM REVIEW,https://www.youtube.com/watch?v=5QPBbc5PmAQ,"15,618 views"
Watain- Lawless Darkness ALBUM REVIEW,https://www.youtube.com/watch?v=HQx-nFyc0So,"21,966 views"
Tera Melos- Patagonian Rats ALBUM REVIEW,https://www.youtube.com/watch?v=oL-_u9IKQfc,"18,193 views"
Weezer- Hurley ALBUM REVIEW,https://www.youtube.com/watch?v=HtZpjuo2BBo,"89,411 views"
of Montreal- False Priest ALBUM REVIEW,https://www.youtube.com/watch?v=Jhxy8MV9S70,"23,182 views"
Blonde Redhead- Penny Sparkle ALBUM REVIEW,https://www.youtube.com/watch?v=jNBYi07Q7GQ,"16,970 views"
Grinderman- Grinderman 2 ALBUM REVIEW,https://www.youtube.com/watch?v=1RuC_S06xwY,"23,629 views"
The Walkmen- Lisbon ALBUM REVIEW,https://www.youtube.com/watch?v=ZJcfSk9f3YE,"20,099 views"
Chromeo- Business Casual ALBUM REVIEW,https://www.youtube.com/watch?v=NTqEw597UZI,"36,831 views"
Brandon Flowers- Crossfire TRACK REVIEW,https://www.youtube.com/watch?v=KdoJNfTm-Hc,"49,769 views"
Funniest song?,https://www.youtube.com/watch?v=gLH0xZ5O-Fc,"21,001 views"
Future Islands- In Evening Air ALBUM REVIEW,https://www.youtube.com/watch?v=RXEfX-diMwc,"27,901 views"
Black Milk- Album of the Year ALBUM REVIEW,https://www.youtube.com/watch?v=KJUXbD0MlHU,"13,929 views"
Black Mountain- Wilderness Heart ALBUM REVIEW,https://www.youtube.com/watch?v=9pVPVR_oYuM,"8,077 views"
Flying Lotus- Pattern+Grid World EP REVIEW,https://www.youtube.com/watch?v=F2HofRWJrc4,"37,363 views"
Swans- My Father Will Guide Me Up a Rope to the Sky ALBUM REVIEW,https://www.youtube.com/watch?v=N7LyYAx3bpU,"64,283 views"
Deerhunter- Halcyon Digest ALBUM REVIEW,https://www.youtube.com/watch?v=LP-Vdm27vS4,"94,771 views"
Nails- Unsilent Death ALBUM REVIEW,https://www.youtube.com/watch?v=z1ahI9rAFgU,"78,403 views"
No Age- Everything In Between ALBUM REVIEW,https://www.youtube.com/watch?v=w8Bs5XGU1vg,"15,695 views"
Neil Young- Le Noise ALBUM REVIEW,https://www.youtube.com/watch?v=kxHrdmYZrxE,"18,212 views"
Women- Public Strain ALBUM REVIEW,https://www.youtube.com/watch?v=qMsnKVtohy0,"54,449 views"
Salem- King Night ALBUM REVIEW,https://www.youtube.com/watch?v=pwDvi7BFJGw,"81,649 views"
Worst live show?,https://www.youtube.com/watch?v=_TUBP7-tuNE,"153,941 views"
The Tallest Man On Earth- Sometimes the Blues Is Just a Passing Bird EP REVIEW,https://www.youtube.com/watch?v=MzYQR6ePkiw,"31,422 views"
Abe Vigoda- Crush ALBUM REVIEW,https://www.youtube.com/watch?v=fNVNPtj1IsM,"7,466 views"
Twin Shadow- Forget ALBUM REVIEW,https://www.youtube.com/watch?v=CB-HKdkM7hg,"32,049 views"
Brian Eno- 2 Forms of Anger TRACK REVIEW,https://www.youtube.com/watch?v=ZPPDUHY6QIs,"19,745 views"
Mark Ronson & The Business Intl.- Record Collection ALBUM REVIEW,https://www.youtube.com/watch?v=wpzMfharbwE,"17,246 views"
"10,000 THANK YOUS LIVE BROADCAST EVENT SHOW THING SUBSCRIBER SPECIAL VIDEO.wmv",https://www.youtube.com/watch?v=eprHXJmu76Y,"8,615 views"
Sufjan Stevens- The Age of Adz ALBUM REVIEW,https://www.youtube.com/watch?v=0_2WZbMsIeI,"99,337 views"
Belle and Sebastian Write About Love ALBUM REVIEW,https://www.youtube.com/watch?v=MNnibsPJSDY,"20,802 views"
The Fresh & Onlys- Play It Strange ALBUM REVIEW,https://www.youtube.com/watch?v=9J9VqG7mBxE,"9,223 views"
Luke Abbott- Holkham Drones ALBUM REVIEW,https://www.youtube.com/watch?v=czrckuVdzUk,"10,847 views"
Sharon Van Etten- Epic ALBUM REVIEW,https://www.youtube.com/watch?v=edCRJuyXjl0,"13,831 views"
Are major labels evil?,https://www.youtube.com/watch?v=B1Rlw0HL2JE,"12,547 views"
Avey Tare- Down There ALBUM REVIEW,https://www.youtube.com/watch?v=BNBfo24nEE8,"21,142 views"
The Gaslamp Killer- Death Gate EP REVIEW,https://www.youtube.com/watch?v=9ZQyNDad3c0,"14,102 views"
Kings of Leon- Come Around Sundown ALBUM REVIEW,https://www.youtube.com/watch?v=xBxvMXOjHM4,"60,132 views"
Zach Hill- Face Tat ALBUM REVIEW,https://www.youtube.com/watch?v=Oblv8bB5ZLQ,"68,821 views"
Wire- Two Minutes TRACK REVIEW,https://www.youtube.com/watch?v=fawZ5QbzcdE,"10,834 views"
Matthew Dear- Black City ALBUM REVIEW,https://www.youtube.com/watch?v=rzj_j93PWdw,"10,458 views"
Warpaint- The Fool ALBUM REVIEW,https://www.youtube.com/watch?v=6IBcwokLzbI,"27,542 views"
Diamond Rings- Special Affections ALBUM REVIEW,https://www.youtube.com/watch?v=Cy_FBsloKIk,"11,737 views"
Squarepusher Presents Shobaleader One: d'Demonstrator ALBUM REVIEW,https://www.youtube.com/watch?v=F-Fd5YG2pWs,"22,809 views"
Bongripper- Satan Worshipping Doom ALBUM REVIEW,https://www.youtube.com/watch?v=j7BRmTNLRTc,"55,805 views"
Small Black- New Chain ALBUM REVIEW,https://www.youtube.com/watch?v=tPBU6k_Y1KI,"9,004 views"
How To Dress Well- Love Remains ALBUM REVIEW,https://www.youtube.com/watch?v=Gcxdgfr9gpw,"20,051 views"
Electric Wizard- Black Masses ALBUM REVIEW,https://www.youtube.com/watch?v=wumo4Urajx4,"56,152 views"
Brian Eno- Small Craft On A Milk Sea ALBUM REVIEW,https://www.youtube.com/watch?v=RkumjdJ-Eew,"31,471 views"
"Das Racist- Shut Up, Dude / Sit Down, Man ALBUM REVIEW",https://www.youtube.com/watch?v=XvPpOLp-8LM,"67,508 views"
Kid Cudi- Man on the Moon II: The Legend of Mr. Rager ALBUM REVIEW,https://www.youtube.com/watch?v=KOLkwwzrn7w,"445,672 views"
Gold Panda- Lucky Shiner ALBUM REVIEW,https://www.youtube.com/watch?v=hWJ40emz1ew,"21,720 views"
Matt & Kim- Sidewalks ALBUM REVIEW,https://www.youtube.com/watch?v=WjH-L0Pke7Q,"17,089 views"
Cee Lo Green- The Lady Killer ALBUM REVIEW,https://www.youtube.com/watch?v=x217SO9VPwE,"39,636 views"
N.E.R.D- Hypnotize U TRACK REVIEW,https://www.youtube.com/watch?v=YQL2E353bPw,"47,546 views"
Weekend- Sports ALBUM REVIEW,https://www.youtube.com/watch?v=yetM0u9wqck,"15,836 views"
Asobi Seksu- Trails TRACK REVIEW,https://www.youtube.com/watch?v=iJ5o99-MO7I,"7,191 views"
Teebs- Ardour ALBUM REVIEW,https://www.youtube.com/watch?v=oPQy0fn2Ypk,"21,390 views"
"Crystal Castles- ""Not In Love"" ft. Robert Smith TRACK REVIEW",https://www.youtube.com/watch?v=S0igfnHzYwM,"59,189 views"
Kanye West- My Beautiful Dark Twisted Fantasy ALBUM REVIEW,https://www.youtube.com/watch?v=Jo4S2qlQGs0,"1,692,703 views"
Agalloch- Marrow of the Spirit ALBUM REVIEW,https://www.youtube.com/watch?v=ASYMfU7wpiI,"47,793 views"
Girl Talk- All Day ALBUM REVIEW,https://www.youtube.com/watch?v=GMKfsj1fg5g,"30,300 views"
Local music matters?,https://www.youtube.com/watch?v=gg6CNWsotFc,"11,438 views"
Deathspell Omega- Devouring Famine TRACK REVIEW,https://www.youtube.com/watch?v=2LVs5Ki7bjE,"14,671 views"
Mogwai- Rano Pano TRACK REVIEW,https://www.youtube.com/watch?v=1uhI4H6dAG4,"15,865 views"
Girls- Broken Dreams Club EP REVIEW,https://www.youtube.com/watch?v=iBvPmPp4Xbg,"14,879 views"
Cut Copy- Take Me Over TRACK REVIEW,https://www.youtube.com/watch?v=4fbSlv4whH4,"76,825 views"
Glasser- Ring ALBUM REVIEW,https://www.youtube.com/watch?v=ty0id9qHcq8,"18,468 views"
Maserati- Pyramid of the Sun ALBUM REVIEW,https://www.youtube.com/watch?v=btaQdzwfvDM,"10,204 views"
Off!- First Four EPs ALBUM REVIEW,https://www.youtube.com/watch?v=edXP5f4CFT8,"25,748 views"
Daft Punk- Tron: Legacy SOUNDTRACK / ALBUM REVIEW,https://www.youtube.com/watch?v=yO9XxNq2njQ&t=72s,"100,068 views"
"Tyler, The Creator- Bastard ALBUM REVIEW",https://www.youtube.com/watch?v=_2RPGAA6p4E,"572,964 views"
Tonetta- 777 Volume One ALBUM REVIEW,https://www.youtube.com/watch?v=EZOQBqCPQHc,"91,832 views"
Skrillex- Scary Monsters and Nice Sprites EP REVIEW,https://www.youtube.com/watch?v=AyzpDXRVbwA,"242,690 views"
Kids & Explosions- Shit Computer ALBUM REVIEW,https://www.youtube.com/watch?v=nQe_rTrxGyA,"18,173 views"
Anika- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=iqD6M8V0A5U,"10,063 views"
Röyksopp- Senior ALBUM REVIEW,https://www.youtube.com/watch?v=aVZ9A4Ehw_g,"15,873 views"
Perfect albums?,https://www.youtube.com/watch?v=2XID34-aILk,"501,886 views"
Top-15 Music Videos of 2010,https://www.youtube.com/watch?v=kz2Kg-JxKSE,"30,835 views"
Top-15 EPs of 2010,https://www.youtube.com/watch?v=ltdFjG7VP7M,"21,954 views"
Top-50 Tracks / Songs of 2010,https://www.youtube.com/watch?v=yB4zueiCp2c,"76,966 views"
Top-50 Albums of 2010,https://www.youtube.com/watch?v=yWE3o_6l-WA,"195,611 views"
The Souljazz Orchestra- Rising Sun ALBUM REVIEW,https://www.youtube.com/watch?v=9EIhfqzJEnk,"12,693 views"
Ghostface Killah- Apollo Kids ALBUM REVIEW,https://www.youtube.com/watch?v=6urd4Zke2os,"42,852 views"
Lil B- I'm Miley Cyrus TRACK REVIEW,https://www.youtube.com/watch?v=qQrvfibimlk,"57,671 views"
R.E.M.- Discoverer TRACK REVIEW,https://www.youtube.com/watch?v=szIb95UJ2YY,"18,739 views"
2010 Better Than 2009?,https://www.youtube.com/watch?v=QIw8pO8NIqg,"21,495 views"
Big Blood- Dark Country Magic ALBUM REVIEW,https://www.youtube.com/watch?v=Uu1_BYX8ars,"11,229 views"
Gorillaz- The Fall ALBUM REVIEW,https://www.youtube.com/watch?v=oxiaceqXWbA,"145,217 views"
Shad- TSOL ALBUM REVIEW,https://www.youtube.com/watch?v=Cw0jTXZBwDY,"18,710 views"
M.I.A.- ViCKi LEEKX ALBUM REVIEW,https://www.youtube.com/watch?v=tmgAH3ytu0Y,"28,098 views"
"James Blake- Limit to Your Love TRACK REVIEW (Madvillain, too!)",https://www.youtube.com/watch?v=j48qLgyg7PE,"86,672 views"
jj- Kills ALBUM REVIEW,https://www.youtube.com/watch?v=qrq1QohxWwU,"19,360 views"
All Pigs Must DIe- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=iE5p3GCzoxI,"17,384 views"
Cake- Showroom of Compassion ALBUM REVIEW,https://www.youtube.com/watch?v=o3aI489UkdI,"30,743 views"
Wire- Red Barked Tree ALBUM REVIEW,https://www.youtube.com/watch?v=QT3w-swBFd4,"27,381 views"
British Sea Power- Valhalla Dancehall ALBUM REVIEW,https://www.youtube.com/watch?v=PzKcgB0n5XE,"25,337 views"
"Kanye West & Jay-Z- H.A.M. TRACK REVIEW (Tapes 'n Tapes, too!)",https://www.youtube.com/watch?v=4EUEhF8BQOc,"58,153 views"
"Cage the Elephant- Thank You, Happy Birthday ALBUM REVIEW",https://www.youtube.com/watch?v=PD-2gGas94M,"61,142 views"
Ghost- Opus Eponymous ALBUM REVIEW,https://www.youtube.com/watch?v=vtDvu9PVcJc,"189,605 views"
A-1- After School Special ALBUM REVIEW,https://www.youtube.com/watch?v=X1nALCk5kMU,"16,445 views"
Smith Westerns- Dye It Blonde ALBUM REVIEW,https://www.youtube.com/watch?v=q1go3WwvCvY,"19,359 views"
White Lies- Ritual ALBUM REVIEW,https://www.youtube.com/watch?v=YTJ2dzQhSrM,"21,977 views"
Fergus & Geronimo- Unlearn ALBUM REVIEW,https://www.youtube.com/watch?v=XtmTM3AIdLI,"17,171 views"
Deerhoof- Deerhoof vs Evil ALBUM REVIEW,https://www.youtube.com/watch?v=Y5Dy3MxEyTY,"25,012 views"
Destroyer- Kaputt ALBUM REVIEW,https://www.youtube.com/watch?v=2IWjwiuBG4A,"76,820 views"
"The Decemberists- The King Is Dead ALBUM REVIEW (Iron & Wine, too!)",https://www.youtube.com/watch?v=WhC9kcctI8s,"49,510 views"
Kvelertak- Self-Titled ALBUM REVIEW,https://www.youtube.com/watch?v=kp-3jPaY7yU,"65,479 views"
16 Most Anticipated 2011 Albums,https://www.youtube.com/watch?v=xYl998XwMng,"37,658 views"
Braids- Native Speaker ALBUM REVIEW,https://www.youtube.com/watch?v=mYez03fRUBs,"15,933 views"
